ts,wh,
1653048900,0,2022-05-20 12:15
1653049800,0,2022-05-20 12:30
1653050700,70,2022-05-20 12:45
1653051600,1721,2022-05-20 13:00
1653052500,1315,2022-05-20 13:15
1653053400,1011,2022-05-20 13:30
1653054300,937,2022-05-20 13:45
1653055200,1561,2022-05-20 14:00
1653056100,1237,2022-05-20 14:15
1653057000,943,2022-05-20 14:30
1653057900,833,2022-05-20 14:45
1653058800,1650,2022-05-20 15:00
1653059700,1602,2022-05-20 15:15
1653060600,1765,2022-05-20 15:30
1653061500,2169,2022-05-20 15:45
1653062400,1984,2022-05-20 16:00
1653063300,1651,2022-05-20 16:15
1653064200,1475,2022-05-20 16:30
1653065100,1222,2022-05-20 16:45
1653066000,1258,2022-05-20 17:00
1653066900,1329,2022-05-20 17:15
1653067800,1296,2022-05-20 17:30
1653068700,1393,2022-05-20 17:45
1653069600,1429,2022-05-20 18:00
1653070500,1451,2022-05-20 18:15
1653071400,1518,2022-05-20 18:30
1653072300,1688,2022-05-20 18:45
1653073200,1515,2022-05-20 19:00
1653074100,1777,2022-05-20 19:15
1653075000,1867,2022-05-20 19:30
1653075900,1938,2022-05-20 19:45
1653076800,1850,2022-05-20 20:00
1653077700,1627,2022-05-20 20:15
1653078600,1941,2022-05-20 20:30
1653079500,1973,2022-05-20 20:45
1653080400,1853,2022-05-20 21:00
1653081300,1819,2022-05-20 21:15
1653082200,1456,2022-05-20 21:30
1653083100,1260,2022-05-20 21:45
1653084000,1335,2022-05-20 22:00
1653084900,1264,2022-05-20 22:15
1653085800,1359,2022-05-20 22:30
1653086700,1416,2022-05-20 22:45
1653087600,1228,2022-05-20 23:00
1653088500,1293,2022-05-20 23:15
1653089400,1546,2022-05-20 23:30
1653090300,1411,2022-05-20 23:45
1653091200,1282,2022-05-21 00:00
1653092100,1382,2022-05-21 00:15
1653093000,1306,2022-05-21 00:30
1653093900,1204,2022-05-21 00:45
1653094800,1264,2022-05-21 01:00
1653095700,1177,2022-05-21 01:15
1653096600,1457,2022-05-21 01:30
1653097500,1507,2022-05-21 01:45
1653098400,1070,2022-05-21 02:00
1653099300,935,2022-05-21 02:15
1653100200,714,2022-05-21 02:30
1653101100,780,2022-05-21 02:45
1653102000,733,2022-05-21 03:00
1653102900,763,2022-05-21 03:15
1653103800,585,2022-05-21 03:30
1653104700,604,2022-05-21 03:45
1653105600,737,2022-05-21 04:00
1653106500,653,2022-05-21 04:15
1653107400,1093,2022-05-21 04:30
1653108300,816,2022-05-21 04:45
1653109200,957,2022-05-21 05:00
1653110100,789,2022-05-21 05:15
1653111000,58,2022-05-21 05:30
1653111900,0,2022-05-21 05:45
1653112800,0,2022-05-21 06:00
1653113700,0,2022-05-21 06:15
1653114600,1387,2022-05-21 06:30
1653115500,999,2022-05-21 06:45
1653116400,875,2022-05-21 07:00
1653117300,1104,2022-05-21 07:15
1653118200,272,2022-05-21 07:30
1653119100,0,2022-05-21 07:45
1653120000,0,2022-05-21 08:00
1653120900,0,2022-05-21 08:15
1653121800,1593,2022-05-21 08:30
1653122700,1691,2022-05-21 08:45
1653123600,1484,2022-05-21 09:00
1653124500,1260,2022-05-21 09:15
1653125400,938,2022-05-21 09:30
1653126300,828,2022-05-21 09:45
1653127200,709,2022-05-21 10:00
1653128100,773,2022-05-21 10:15
1653129000,627,2022-05-21 10:30
1653129900,850,2022-05-21 10:45
1653130800,634,2022-05-21 11:00
1653131700,593,2022-05-21 11:15
1653132600,569,2022-05-21 11:30
1653133500,0,2022-05-21 11:45
1653134400,0,2022-05-21 12:00
1653135300,0,2022-05-21 12:15
1653136200,0,2022-05-21 12:30
1653137100,159,2022-05-21 12:45
1653138000,1981,2022-05-21 13:00
1653138900,1113,2022-05-21 13:15
1653139800,954,2022-05-21 13:30
1653140700,874,2022-05-21 13:45
1653141600,650,2022-05-21 14:00
1653142500,876,2022-05-21 14:15
1653143400,984,2022-05-21 14:30
1653144300,810,2022-05-21 14:45
1653145200,976,2022-05-21 15:00
1653146100,1089,2022-05-21 15:15
1653147000,1358,2022-05-21 15:30
1653147900,1392,2022-05-21 15:45
1653148800,1349,2022-05-21 16:00
1653149700,841,2022-05-21 16:15
1653150600,1019,2022-05-21 16:30
1653151500,1180,2022-05-21 16:45
1653152400,917,2022-05-21 17:00
1653153300,849,2022-05-21 17:15
1653154200,902,2022-05-21 17:30
1653155100,789,2022-05-21 17:45
1653156000,934,2022-05-21 18:00
1653156900,993,2022-05-21 18:15
1653157800,1130,2022-05-21 18:30
1653158700,1037,2022-05-21 18:45
1653159600,959,2022-05-21 19:00
1653160500,1043,2022-05-21 19:15
1653161400,915,2022-05-21 19:30
1653162300,1046,2022-05-21 19:45
1653163200,850,2022-05-21 20:00
1653164100,953,2022-05-21 20:15
1653165000,807,2022-05-21 20:30
1653165900,990,2022-05-21 20:45
1653166800,1480,2022-05-21 21:00
1653167700,1514,2022-05-21 21:15
1653168600,1539,2022-05-21 21:30
1653169500,1507,2022-05-21 21:45
1653170400,1486,2022-05-21 22:00
1653171300,1485,2022-05-21 22:15
1653172200,1462,2022-05-21 22:30
1653173100,1535,2022-05-21 22:45
1653174000,1591,2022-05-21 23:00
1653174900,1629,2022-05-21 23:15
1653175800,1574,2022-05-21 23:30
1653176700,1959,2022-05-21 23:45
1653177600,1704,2022-05-22 00:00
1653178500,1580,2022-05-22 00:15
1653179400,1456,2022-05-22 00:30
1653180300,1412,2022-05-22 00:45
1653181200,1252,2022-05-22 01:00
1653182100,908,2022-05-22 01:15
1653183000,1307,2022-05-22 01:30
1653183900,1050,2022-05-22 01:45
1653184800,867,2022-05-22 02:00
1653185700,969,2022-05-22 02:15
1653186600,885,2022-05-22 02:30
1653187500,1266,2022-05-22 02:45
1653188400,1415,2022-05-22 03:00
1653189300,1289,2022-05-22 03:15
1653190200,1761,2022-05-22 03:30
1653191100,1418,2022-05-22 03:45
1653192000,1456,2022-05-22 04:00
1653192900,1533,2022-05-22 04:15
1653193800,1549,2022-05-22 04:30
1653194700,1367,2022-05-22 04:45
1653195600,1533,2022-05-22 05:00
1653196500,997,2022-05-22 05:15
1653197400,1149,2022-05-22 05:30
1653198300,1375,2022-05-22 05:45
1653199200,1395,2022-05-22 06:00
1653200100,1484,2022-05-22 06:15
1653201000,1549,2022-05-22 06:30
1653201900,1711,2022-05-22 06:45
1653202800,1598,2022-05-22 07:00
1653203700,1121,2022-05-22 07:15
1653204600,115,2022-05-22 07:30
1653205500,0,2022-05-22 07:45
1653206400,0,2022-05-22 08:00
1653207300,735,2022-05-22 08:15
1653208200,2283,2022-05-22 08:30
1653209100,2390,2022-05-22 08:45
1653210000,2127,2022-05-22 09:00
1653210900,1808,2022-05-22 09:15
1653211800,1803,2022-05-22 09:30
1653212700,1795,2022-05-22 09:45
1653213600,1450,2022-05-22 10:00
1653214500,1540,2022-05-22 10:15
1653215400,2150,2022-05-22 10:30
1653216300,1626,2022-05-22 10:45
1653217200,1478,2022-05-22 11:00
1653218100,1564,2022-05-22 11:15
1653219000,1663,2022-05-22 11:30
1653219900,1564,2022-05-22 11:45
1653220800,199,2022-05-22 12:00
1653221700,0,2022-05-22 12:15
1653222600,0,2022-05-22 12:30
1653223500,0,2022-05-22 12:45
1653224400,1623,2022-05-22 13:00
1653225300,1420,2022-05-22 13:15
1653226200,1502,2022-05-22 13:30
1653227100,1616,2022-05-22 13:45
1653228000,1130,2022-05-22 14:00
1653228900,1078,2022-05-22 14:15
1653229800,1987,2022-05-22 14:30
1653230700,1597,2022-05-22 14:45
1653231600,1641,2022-05-22 15:00
1653232500,1318,2022-05-22 15:15
1653233400,1269,2022-05-22 15:30
1653234300,1253,2022-05-22 15:45
1653235200,1299,2022-05-22 16:00
1653236100,1237,2022-05-22 16:15
1653237000,1501,2022-05-22 16:30
1653237900,1919,2022-05-22 16:45
1653238800,1872,2022-05-22 17:00
1653239700,1863,2022-05-22 17:15
1653240600,1772,2022-05-22 17:30
1653241500,1565,2022-05-22 17:45
1653242400,1409,2022-05-22 18:00
1653243300,1369,2022-05-22 18:15
1653244200,1230,2022-05-22 18:30
1653245100,980,2022-05-22 18:45
1653246000,1271,2022-05-22 19:00
1653246900,1008,2022-05-22 19:15
1653247800,971,2022-05-22 19:30
1653248700,1108,2022-05-22 19:45
1653249600,1370,2022-05-22 20:00
1653250500,1616,2022-05-22 20:15
1653251400,1127,2022-05-22 20:30
1653252300,1155,2022-05-22 20:45
1653253200,1222,2022-05-22 21:00
1653254100,1271,2022-05-22 21:15
1653255000,1224,2022-05-22 21:30
1653255900,1172,2022-05-22 21:45
1653256800,1336,2022-05-22 22:00
1653257700,1361,2022-05-22 22:15
1653258600,1227,2022-05-22 22:30
1653259500,1254,2022-05-22 22:45
1653260400,1442,2022-05-22 23:00
1653261300,1634,2022-05-22 23:15
1653262200,1690,2022-05-22 23:30
1653263100,1786,2022-05-22 23:45
1653264000,1892,2022-05-23 00:00
1653264900,1936,2022-05-23 00:15
1653265800,1744,2022-05-23 00:30
1653266700,1714,2022-05-23 00:45
1653267600,1497,2022-05-23 01:00
1653268500,1474,2022-05-23 01:15
1653269400,1651,2022-05-23 01:30
1653270300,1448,2022-05-23 01:45
1653271200,1165,2022-05-23 02:00
1653272100,1224,2022-05-23 02:15
1653273000,1389,2022-05-23 02:30
1653273900,1914,2022-05-23 02:45
1653274800,1603,2022-05-23 03:00
1653275700,1056,2022-05-23 03:15
1653276600,1348,2022-05-23 03:30
1653277500,1668,2022-05-23 03:45
1653278400,1774,2022-05-23 04:00
1653279300,1864,2022-05-23 04:15
1653280200,2384,2022-05-23 04:30
1653281100,2441,2022-05-23 04:45
1653282000,1778,2022-05-23 05:00
1653282900,1655,2022-05-23 05:15
1653283800,1628,2022-05-23 05:30
1653284700,1646,2022-05-23 05:45
1653285600,1195,2022-05-23 06:00
1653286500,1603,2022-05-23 06:15
1653287400,1544,2022-05-23 06:30
1653288300,1485,2022-05-23 06:45
1653289200,1523,2022-05-23 07:00
1653290100,1459,2022-05-23 07:15
1653291000,0,2022-05-23 07:30
1653291900,0,2022-05-23 07:45
1653292800,0,2022-05-23 08:00
1653293700,0,2022-05-23 08:15
1653294600,2221,2022-05-23 08:30
1653295500,2132,2022-05-23 08:45
1653296400,1782,2022-05-23 09:00
1653297300,1763,2022-05-23 09:15
1653298200,1851,2022-05-23 09:30
1653299100,1620,2022-05-23 09:45
1653300000,1822,2022-05-23 10:00
1653300900,1538,2022-05-23 10:15
1653301800,1462,2022-05-23 10:30
1653302700,1305,2022-05-23 10:45
1653303600,1627,2022-05-23 11:00
1653304500,2030,2022-05-23 11:15
1653305400,2226,2022-05-23 11:30
1653306300,2155,2022-05-23 11:45
1653307200,160,2022-05-23 12:00
1653308100,0,2022-05-23 12:15
1653309000,0,2022-05-23 12:30
1653309900,0,2022-05-23 12:45
1653310800,2242,2022-05-23 13:00
1653311700,2506,2022-05-23 13:15
1653312600,2331,2022-05-23 13:30
1653313500,1799,2022-05-23 13:45
1653314400,1759,2022-05-23 14:00
1653315300,2169,2022-05-23 14:15
1653316200,1853,2022-05-23 14:30
1653317100,2086,2022-05-23 14:45
1653318000,2308,2022-05-23 15:00
1653318900,2072,2022-05-23 15:15
1653319800,1877,2022-05-23 15:30
1653320700,1838,2022-05-23 15:45
1653321600,1971,2022-05-23 16:00
1653322500,2013,2022-05-23 16:15
1653323400,2154,2022-05-23 16:30
1653324300,2147,2022-05-23 16:45
1653325200,2295,2022-05-23 17:00
1653326100,2527,2022-05-23 17:15
1653327000,2169,2022-05-23 17:30
1653327900,2071,2022-05-23 17:45
1653328800,1776,2022-05-23 18:00
1653329700,1796,2022-05-23 18:15
1653330600,1613,2022-05-23 18:30
1653331500,1533,2022-05-23 18:45
1653332400,1208,2022-05-23 19:00
1653333300,1373,2022-05-23 19:15
1653334200,989,2022-05-23 19:30
1653335100,1320,2022-05-23 19:45
1653336000,1567,2022-05-23 20:00
1653336900,1340,2022-05-23 20:15
1653337800,1241,2022-05-23 20:30
1653338700,1433,2022-05-23 20:45
1653339600,1632,2022-05-23 21:00
1653340500,1359,2022-05-23 21:15
1653341400,1316,2022-05-23 21:30
1653342300,1374,2022-05-23 21:45
1653343200,1435,2022-05-23 22:00
1653344100,1397,2022-05-23 22:15
1653345000,1281,2022-05-23 22:30
1653345900,1393,2022-05-23 22:45
1653346800,1336,2022-05-23 23:00
1653347700,1236,2022-05-23 23:15
1653348600,1571,2022-05-23 23:30
1653349500,1580,2022-05-23 23:45
1653350400,1467,2022-05-24 00:00
1653351300,1372,2022-05-24 00:15
1653352200,1123,2022-05-24 00:30
1653353100,1339,2022-05-24 00:45
1653354000,880,2022-05-24 01:00
1653354900,1177,2022-05-24 01:15
1653355800,1356,2022-05-24 01:30
1653356700,1418,2022-05-24 01:45
1653357600,1346,2022-05-24 02:00
1653358500,1389,2022-05-24 02:15
1653359400,1807,2022-05-24 02:30
1653360300,1470,2022-05-24 02:45
1653361200,1353,2022-05-24 03:00
1653362100,1443,2022-05-24 03:15
1653363000,1652,2022-05-24 03:30
1653363900,2002,2022-05-24 03:45
1653364800,1487,2022-05-24 04:00
1653365700,1788,2022-05-24 04:15
1653366600,1487,2022-05-24 04:30
1653367500,1635,2022-05-24 04:45
1653368400,1929,2022-05-24 05:00
1653369300,1834,2022-05-24 05:15
1653370200,1632,2022-05-24 05:30
1653371100,1925,2022-05-24 05:45
1653372000,1826,2022-05-24 06:00
1653372900,1549,2022-05-24 06:15
1653373800,1745,2022-05-24 06:30
1653374700,1397,2022-05-24 06:45
1653375600,1393,2022-05-24 07:00
1653376500,1506,2022-05-24 07:15
1653377400,0,2022-05-24 07:30
1653378300,0,2022-05-24 07:45
1653379200,0,2022-05-24 08:00
1653380100,80,2022-05-24 08:15
1653381000,1924,2022-05-24 08:30
1653381900,2460,2022-05-24 08:45
1653382800,2271,2022-05-24 09:00
1653383700,1718,2022-05-24 09:15
1653384600,1913,2022-05-24 09:30
1653385500,1836,2022-05-24 09:45
1653386400,1770,2022-05-24 10:00
1653387300,1955,2022-05-24 10:15
1653388200,1775,2022-05-24 10:30
1653389100,1468,2022-05-24 10:45
1653390000,1683,2022-05-24 11:00
1653390900,1339,2022-05-24 11:15
1653391800,1425,2022-05-24 11:30
1653392700,1525,2022-05-24 11:45
1653393600,405,2022-05-24 12:00
1653394500,0,2022-05-24 12:15
1653395400,0,2022-05-24 12:30
1653396300,0,2022-05-24 12:45
1653397200,2035,2022-05-24 13:00
1653398100,1561,2022-05-24 13:15
1653399000,690,2022-05-24 13:30
1653399900,629,2022-05-24 13:45
1653400800,464,2022-05-24 14:00
1653401700,474,2022-05-24 14:15
1653402600,616,2022-05-24 14:30
1653403500,1045,2022-05-24 14:45
1653404400,1489,2022-05-24 15:00
1653405300,777,2022-05-24 15:15
1653406200,871,2022-05-24 15:30
1653407100,1032,2022-05-24 15:45
1653408000,1039,2022-05-24 16:00
1653408900,762,2022-05-24 16:15
1653409800,676,2022-05-24 16:30
1653410700,561,2022-05-24 16:45
1653411600,510,2022-05-24 17:00
1653412500,625,2022-05-24 17:15
1653413400,724,2022-05-24 17:30
1653414300,1155,2022-05-24 17:45
1653415200,1351,2022-05-24 18:00
1653416100,1818,2022-05-24 18:15
1653417000,1597,2022-05-24 18:30
1653417900,1725,2022-05-24 18:45
1653418800,1628,2022-05-24 19:00
1653419700,1344,2022-05-24 19:15
1653420600,1834,2022-05-24 19:30
1653421500,1601,2022-05-24 19:45
1653422400,1272,2022-05-24 20:00
1653423300,1689,2022-05-24 20:15
1653424200,1698,2022-05-24 20:30
1653425100,1802,2022-05-24 20:45
1653426000,1679,2022-05-24 21:00
1653426900,1440,2022-05-24 21:15
1653427800,1408,2022-05-24 21:30
1653428700,1382,2022-05-24 21:45
1653429600,1348,2022-05-24 22:00
1653430500,1246,2022-05-24 22:15
1653431400,1322,2022-05-24 22:30
1653432300,1361,2022-05-24 22:45
1653433200,1437,2022-05-24 23:00
1653434100,1440,2022-05-24 23:15
1653435000,1723,2022-05-24 23:30
1653435900,1726,2022-05-24 23:45
1653436800,1730,2022-05-25 00:00
1653437700,1368,2022-05-25 00:15
1653438600,1414,2022-05-25 00:30
1653439500,1396,2022-05-25 00:45
1653440400,1381,2022-05-25 01:00
1653441300,1450,2022-05-25 01:15
1653442200,1489,2022-05-25 01:30
1653443100,1160,2022-05-25 01:45
1653444000,1237,2022-05-25 02:00
1653444900,925,2022-05-25 02:15
1653445800,1467,2022-05-25 02:30
1653446700,1750,2022-05-25 02:45
1653447600,1653,2022-05-25 03:00
1653448500,1631,2022-05-25 03:15
1653449400,1369,2022-05-25 03:30
1653450300,1101,2022-05-25 03:45
1653451200,983,2022-05-25 04:00
1653452100,1222,2022-05-25 04:15
1653453000,1998,2022-05-25 04:30
1653453900,1745,2022-05-25 04:45
1653454800,1582,2022-05-25 05:00
1653455700,1780,2022-05-25 05:15
1653456600,1700,2022-05-25 05:30
1653457500,1647,2022-05-25 05:45
1653458400,1590,2022-05-25 06:00
1653459300,1461,2022-05-25 06:15
1653460200,1525,2022-05-25 06:30
1653461100,1299,2022-05-25 06:45
1653462000,1250,2022-05-25 07:00
1653462900,1399,2022-05-25 07:15
1653463800,0,2022-05-25 07:30
1653464700,0,2022-05-25 07:45
1653465600,0,2022-05-25 08:00
1653466500,23,2022-05-25 08:15
1653467400,2436,2022-05-25 08:30
1653468300,2251,2022-05-25 08:45
1653469200,2226,2022-05-25 09:00
1653470100,2094,2022-05-25 09:15
1653471000,1756,2022-05-25 09:30
1653471900,1635,2022-05-25 09:45
1653472800,1830,2022-05-25 10:00
1653473700,1495,2022-05-25 10:15
1653474600,1561,2022-05-25 10:30
1653475500,1728,2022-05-25 10:45
1653476400,1680,2022-05-25 11:00
1653477300,1505,2022-05-25 11:15
1653478200,1352,2022-05-25 11:30
1653479100,1406,2022-05-25 11:45
1653480000,0,2022-05-25 12:00
1653480900,0,2022-05-25 12:15
1653481800,0,2022-05-25 12:30
1653482700,221,2022-05-25 12:45
1653483600,1774,2022-05-25 13:00
1653484500,1743,2022-05-25 13:15
1653485400,1506,2022-05-25 13:30
1653486300,833,2022-05-25 13:45
1653487200,839,2022-05-25 14:00
1653488100,644,2022-05-25 14:15
1653489000,642,2022-05-25 14:30
1653489900,851,2022-05-25 14:45
1653490800,771,2022-05-25 15:00
1653491700,1252,2022-05-25 15:15
1653492600,972,2022-05-25 15:30
1653493500,966,2022-05-25 15:45
1653494400,1189,2022-05-25 16:00
1653495300,1341,2022-05-25 16:15
1653496200,1282,2022-05-25 16:30
1653497100,954,2022-05-25 16:45
1653498000,1070,2022-05-25 17:00
1653498900,940,2022-05-25 17:15
1653499800,873,2022-05-25 17:30
1653500700,1060,2022-05-25 17:45
1653501600,842,2022-05-25 18:00
1653502500,836,2022-05-25 18:15
1653503400,978,2022-05-25 18:30
1653504300,1094,2022-05-25 18:45
1653505200,1198,2022-05-25 19:00
1653506100,926,2022-05-25 19:15
1653507000,1171,2022-05-25 19:30
1653507900,955,2022-05-25 19:45
1653508800,927,2022-05-25 20:00
1653509700,1131,2022-05-25 20:15
1653510600,1322,2022-05-25 20:30
1653511500,1159,2022-05-25 20:45
1653512400,1126,2022-05-25 21:00
1653513300,1162,2022-05-25 21:15
1653514200,1193,2022-05-25 21:30
1653515100,1134,2022-05-25 21:45
1653516000,1303,2022-05-25 22:00
1653516900,1327,2022-05-25 22:15
1653517800,1408,2022-05-25 22:30
1653518700,1616,2022-05-25 22:45
1653519600,1987,2022-05-25 23:00
1653520500,1867,2022-05-25 23:15
1653521400,1764,2022-05-25 23:30
1653522300,1612,2022-05-25 23:45
1653523200,1261,2022-05-26 00:00
1653524100,1127,2022-05-26 00:15
1653525000,935,2022-05-26 00:30
1653525900,1265,2022-05-26 00:45
1653526800,1119,2022-05-26 01:00
1653527700,738,2022-05-26 01:15
1653528600,903,2022-05-26 01:30
1653529500,989,2022-05-26 01:45
1653530400,979,2022-05-26 02:00
1653531300,982,2022-05-26 02:15
1653532200,942,2022-05-26 02:30
1653533100,2001,2022-05-26 02:45
1653534000,2068,2022-05-26 03:00
1653534900,1424,2022-05-26 03:15
1653535800,1540,2022-05-26 03:30
1653536700,1287,2022-05-26 03:45
1653537600,1571,2022-05-26 04:00
1653538500,2071,2022-05-26 04:15
1653539400,1475,2022-05-26 04:30
1653540300,1518,2022-05-26 04:45
1653541200,2100,2022-05-26 05:00
1653542100,1899,2022-05-26 05:15
1653543000,1326,2022-05-26 05:30
1653543900,1357,2022-05-26 05:45
1653544800,866,2022-05-26 06:00
1653545700,833,2022-05-26 06:15
1653546600,859,2022-05-26 06:30
1653547500,744,2022-05-26 06:45
1653548400,1169,2022-05-26 07:00
1653549300,1231,2022-05-26 07:15
1653550200,80,2022-05-26 07:30
1653551100,0,2022-05-26 07:45
1653552000,0,2022-05-26 08:00
1653552900,479,2022-05-26 08:15
1653553800,2078,2022-05-26 08:30
1653554700,1880,2022-05-26 08:45
1653555600,1492,2022-05-26 09:00
1653556500,1605,2022-05-26 09:15
1653557400,1257,2022-05-26 09:30
1653558300,1071,2022-05-26 09:45
1653559200,1479,2022-05-26 10:00
1653560100,1426,2022-05-26 10:15
1653561000,915,2022-05-26 10:30
1653561900,1000,2022-05-26 10:45
1653562800,1024,2022-05-26 11:00
1653563700,887,2022-05-26 11:15
1653564600,949,2022-05-26 11:30
1653565500,1047,2022-05-26 11:45
1653566400,85,2022-05-26 12:00
1653567300,0,2022-05-26 12:15
1653568200,0,2022-05-26 12:30
1653569100,0,2022-05-26 12:45
1653570000,1483,2022-05-26 13:00
1653570900,1042,2022-05-26 13:15
1653571800,915,2022-05-26 13:30
1653572700,843,2022-05-26 13:45
1653573600,814,2022-05-26 14:00
1653574500,681,2022-05-26 14:15
1653575400,948,2022-05-26 14:30
1653576300,913,2022-05-26 14:45
1653577200,985,2022-05-26 15:00
1653578100,1291,2022-05-26 15:15
1653579000,1550,2022-05-26 15:30
1653579900,981,2022-05-26 15:45
1653580800,1062,2022-05-26 16:00
1653581700,991,2022-05-26 16:15
1653582600,870,2022-05-26 16:30
1653583500,978,2022-05-26 16:45
1653584400,1155,2022-05-26 17:00
1653585300,862,2022-05-26 17:15
1653586200,961,2022-05-26 17:30
1653587100,1123,2022-05-26 17:45
1653588000,898,2022-05-26 18:00
1653588900,895,2022-05-26 18:15
1653589800,1051,2022-05-26 18:30
1653590700,898,2022-05-26 18:45
1653591600,1147,2022-05-26 19:00
1653592500,1290,2022-05-26 19:15
1653593400,1157,2022-05-26 19:30
1653594300,1134,2022-05-26 19:45
1653595200,1170,2022-05-26 20:00
1653596100,1047,2022-05-26 20:15
1653597000,1160,2022-05-26 20:30
1653597900,962,2022-05-26 20:45
1653598800,1061,2022-05-26 21:00
1653599700,1033,2022-05-26 21:15
1653600600,1133,2022-05-26 21:30
1653601500,1044,2022-05-26 21:45
1653602400,1129,2022-05-26 22:00
1653603300,1026,2022-05-26 22:15
1653604200,1346,2022-05-26 22:30
1653605100,1410,2022-05-26 22:45
1653606000,1397,2022-05-26 23:00
1653606900,1371,2022-05-26 23:15
1653607800,1534,2022-05-26 23:30
1653608700,1502,2022-05-26 23:45
1653609600,1355,2022-05-27 00:00
1653610500,1557,2022-05-27 00:15
1653611400,1302,2022-05-27 00:30
1653612300,1223,2022-05-27 00:45
1653613200,1241,2022-05-27 01:00
1653614100,1219,2022-05-27 01:15
1653615000,1212,2022-05-27 01:30
1653615900,1117,2022-05-27 01:45
1653616800,996,2022-05-27 02:00
1653617700,1104,2022-05-27 02:15
1653618600,726,2022-05-27 02:30
1653619500,601,2022-05-27 02:45
1653620400,601,2022-05-27 03:00
1653621300,663,2022-05-27 03:15
1653622200,604,2022-05-27 03:30
1653623100,681,2022-05-27 03:45
1653624000,546,2022-05-27 04:00
1653624900,768,2022-05-27 04:15
1653625800,615,2022-05-27 04:30
1653626700,890,2022-05-27 04:45
1653627600,749,2022-05-27 05:00
1653628500,713,2022-05-27 05:15
1653629400,18,2022-05-27 05:30
1653630300,0,2022-05-27 05:45
1653631200,0,2022-05-27 06:00
1653632100,704,2022-05-27 06:15
1653633000,1134,2022-05-27 06:30
1653633900,850,2022-05-27 06:45
1653634800,916,2022-05-27 07:00
1653635700,566,2022-05-27 07:15
1653636600,38,2022-05-27 07:30
1653637500,0,2022-05-27 07:45
1653638400,0,2022-05-27 08:00
1653639300,0,2022-05-27 08:15
1653640200,1691,2022-05-27 08:30
1653641100,1488,2022-05-27 08:45
1653642000,1114,2022-05-27 09:00
1653642900,882,2022-05-27 09:15
1653643800,786,2022-05-27 09:30
1653644700,864,2022-05-27 09:45
1653645600,677,2022-05-27 10:00
1653646500,651,2022-05-27 10:15
1653647400,743,2022-05-27 10:30
1653648300,581,2022-05-27 10:45
1653649200,721,2022-05-27 11:00
1653650100,641,2022-05-27 11:15
1653651000,607,2022-05-27 11:30
1653651900,698,2022-05-27 11:45
1653652800,140,2022-05-27 12:00
1653653700,0,2022-05-27 12:15
1653654600,0,2022-05-27 12:30
1653655500,0,2022-05-27 12:45
1653656400,1212,2022-05-27 13:00
1653657300,1151,2022-05-27 13:15
1653658200,913,2022-05-27 13:30
1653659100,913,2022-05-27 13:45
1653660000,637,2022-05-27 14:00
1653660900,609,2022-05-27 14:15
1653661800,725,2022-05-27 14:30
1653662700,703,2022-05-27 14:45
1653663600,1254,2022-05-27 15:00
1653664500,1223,2022-05-27 15:15
1653665400,1024,2022-05-27 15:30
1653666300,886,2022-05-27 15:45
1653667200,968,2022-05-27 16:00
1653668100,851,2022-05-27 16:15
1653669000,1375,2022-05-27 16:30
1653669900,1159,2022-05-27 16:45
1653670800,1076,2022-05-27 17:00
1653671700,996,2022-05-27 17:15
1653672600,1077,2022-05-27 17:30
1653673500,945,2022-05-27 17:45
1653674400,983,2022-05-27 18:00
1653675300,1071,2022-05-27 18:15
1653676200,975,2022-05-27 18:30
1653677100,1097,2022-05-27 18:45
1653678000,952,2022-05-27 19:00
1653678900,969,2022-05-27 19:15
1653679800,1048,2022-05-27 19:30
1653680700,945,2022-05-27 19:45
1653681600,1048,2022-05-27 20:00
1653682500,932,2022-05-27 20:15
1653683400,1289,2022-05-27 20:30
1653684300,1425,2022-05-27 20:45
1653685200,1481,2022-05-27 21:00
1653686100,1341,2022-05-27 21:15
1653687000,1211,2022-05-27 21:30
1653687900,1132,2022-05-27 21:45
1653688800,1190,2022-05-27 22:00
1653689700,1255,2022-05-27 22:15
1653690600,1213,2022-05-27 22:30
1653691500,1124,2022-05-27 22:45
1653692400,1440,2022-05-27 23:00
1653693300,1741,2022-05-27 23:15
1653694200,1691,2022-05-27 23:30
1653695100,1341,2022-05-27 23:45
1653696000,1053,2022-05-28 00:00
1653696900,1015,2022-05-28 00:15
1653697800,989,2022-05-28 00:30
1653698700,871,2022-05-28 00:45
1653699600,976,2022-05-28 01:00
1653700500,1026,2022-05-28 01:15
1653701400,1425,2022-05-28 01:30
1653702300,1704,2022-05-28 01:45
1653703200,1348,2022-05-28 02:00
1653704100,1029,2022-05-28 02:15
1653705000,960,2022-05-28 02:30
1653705900,678,2022-05-28 02:45
1653706800,700,2022-05-28 03:00
1653707700,795,2022-05-28 03:15
1653708600,606,2022-05-28 03:30
1653709500,609,2022-05-28 03:45
1653710400,655,2022-05-28 04:00
1653711300,687,2022-05-28 04:15
1653712200,582,2022-05-28 04:30
1653713100,705,2022-05-28 04:45
1653714000,753,2022-05-28 05:00
1653714900,581,2022-05-28 05:15
1653715800,0,2022-05-28 05:30
1653716700,0,2022-05-28 05:45
1653717600,0,2022-05-28 06:00
1653718500,353,2022-05-28 06:15
1653719400,1887,2022-05-28 06:30
1653720300,1498,2022-05-28 06:45
1653721200,1097,2022-05-28 07:00
1653722100,844,2022-05-28 07:15
