ts,wh,
1650856500,2336,2022-04-25 03:15
1650857400,2080,2022-04-25 03:30
1650858300,2082,2022-04-25 03:45
1650859200,1594,2022-04-25 04:00
1650860100,1971,2022-04-25 04:15
1650861000,1914,2022-04-25 04:30
1650861900,1921,2022-04-25 04:45
1650862800,1596,2022-04-25 05:00
1650863700,1608,2022-04-25 05:15
1650864600,1679,2022-04-25 05:30
1650865500,1329,2022-04-25 05:45
1650866400,1364,2022-04-25 06:00
1650867300,1222,2022-04-25 06:15
1650868200,1333,2022-04-25 06:30
1650869100,1154,2022-04-25 06:45
1650870000,1328,2022-04-25 07:00
1650870900,1414,2022-04-25 07:15
1650871800,240,2022-04-25 07:30
1650872700,0,2022-04-25 07:45
1650873600,0,2022-04-25 08:00
1650874500,0,2022-04-25 08:15
1650875400,693,2022-04-25 08:30
1650876300,979,2022-04-25 08:45
1650877200,2055,2022-04-25 09:00
1650878100,2221,2022-04-25 09:15
1650879000,1940,2022-04-25 09:30
1650879900,1469,2022-04-25 09:45
1650880800,1152,2022-04-25 10:00
1650881700,960,2022-04-25 10:15
1650882600,673,2022-04-25 10:30
1650883500,707,2022-04-25 10:45
1650884400,710,2022-04-25 11:00
1650885300,1084,2022-04-25 11:15
1650886200,1079,2022-04-25 11:30
1650887100,1050,2022-04-25 11:45
1650888000,0,2022-04-25 12:00
1650888900,0,2022-04-25 12:15
1650889800,0,2022-04-25 12:30
1650890700,0,2022-04-25 12:45
1650891600,2117,2022-04-25 13:00
1650892500,1877,2022-04-25 13:15
1650893400,1811,2022-04-25 13:30
1650894300,2201,2022-04-25 13:45
1650895200,1601,2022-04-25 14:00
1650896100,819,2022-04-25 14:15
1650897000,1035,2022-04-25 14:30
1650897900,1122,2022-04-25 14:45
1650898800,1188,2022-04-25 15:00
1650899700,1368,2022-04-25 15:15
1650900600,1527,2022-04-25 15:30
1650901500,1442,2022-04-25 15:45
1650902400,1935,2022-04-25 16:00
1650903300,1695,2022-04-25 16:15
1650904200,1269,2022-04-25 16:30
1650905100,1343,2022-04-25 16:45
1650906000,1238,2022-04-25 17:00
1650906900,1394,2022-04-25 17:15
1650907800,1497,2022-04-25 17:30
1650908700,1512,2022-04-25 17:45
1650909600,2321,2022-04-25 18:00
1650910500,1664,2022-04-25 18:15
1650911400,1440,2022-04-25 18:30
1650912300,1516,2022-04-25 18:45
1650913200,1429,2022-04-25 19:00
1650914100,1520,2022-04-25 19:15
1650915000,1590,2022-04-25 19:30
1650915900,1362,2022-04-25 19:45
1650916800,1351,2022-04-25 20:00
1650917700,1478,2022-04-25 20:15
1650918600,1563,2022-04-25 20:30
1650919500,1875,2022-04-25 20:45
1650920400,1614,2022-04-25 21:00
1650921300,1593,2022-04-25 21:15
1650922200,1738,2022-04-25 21:30
1650923100,1603,2022-04-25 21:45
1650924000,1658,2022-04-25 22:00
1650924900,1980,2022-04-25 22:15
1650925800,1965,2022-04-25 22:30
1650926700,1583,2022-04-25 22:45
1650927600,1689,2022-04-25 23:00
1650928500,1899,2022-04-25 23:15
1650929400,2066,2022-04-25 23:30
1650930300,1801,2022-04-25 23:45
1650931200,1681,2022-04-26 00:00
1650932100,1464,2022-04-26 00:15
1650933000,1429,2022-04-26 00:30
1650933900,1462,2022-04-26 00:45
1650934800,1302,2022-04-26 01:00
1650935700,984,2022-04-26 01:15
1650936600,1164,2022-04-26 01:30
1650937500,1435,2022-04-26 01:45
1650938400,1602,2022-04-26 02:00
1650939300,1222,2022-04-26 02:15
1650940200,1113,2022-04-26 02:30
1650941100,1753,2022-04-26 02:45
1650942000,1545,2022-04-26 03:00
1650942900,1713,2022-04-26 03:15
1650943800,1757,2022-04-26 03:30
1650944700,2330,2022-04-26 03:45
1650945600,2006,2022-04-26 04:00
1650946500,1974,2022-04-26 04:15
1650947400,1546,2022-04-26 04:30
1650948300,1138,2022-04-26 04:45
1650949200,1071,2022-04-26 05:00
1650950100,1083,2022-04-26 05:15
1650951000,1392,2022-04-26 05:30
1650951900,1359,2022-04-26 05:45
1650952800,1224,2022-04-26 06:00
1650953700,1296,2022-04-26 06:15
1650954600,1168,2022-04-26 06:30
1650955500,1218,2022-04-26 06:45
1650956400,1310,2022-04-26 07:00
1650957300,1118,2022-04-26 07:15
1650958200,128,2022-04-26 07:30
1650959100,0,2022-04-26 07:45
1650960000,0,2022-04-26 08:00
1650960900,1695,2022-04-26 08:15
1650961800,1973,2022-04-26 08:30
1650962700,1818,2022-04-26 08:45
1650963600,1520,2022-04-26 09:00
1650964500,975,2022-04-26 09:15
1650965400,1024,2022-04-26 09:30
1650966300,1278,2022-04-26 09:45
1650967200,1446,2022-04-26 10:00
1650968100,1277,2022-04-26 10:15
1650969000,1411,2022-04-26 10:30
1650969900,1141,2022-04-26 10:45
1650970800,1141,2022-04-26 11:00
1650971700,1120,2022-04-26 11:15
1650972600,1363,2022-04-26 11:30
1650973500,1323,2022-04-26 11:45
1650974400,88,2022-04-26 12:00
1650975300,0,2022-04-26 12:15
1650976200,0,2022-04-26 12:30
1650977100,0,2022-04-26 12:45
1650978000,2108,2022-04-26 13:00
1650978900,1745,2022-04-26 13:15
1650979800,1332,2022-04-26 13:30
1650980700,1602,2022-04-26 13:45
1650981600,1588,2022-04-26 14:00
1650982500,1059,2022-04-26 14:15
1650983400,1008,2022-04-26 14:30
1650984300,999,2022-04-26 14:45
1650985200,1215,2022-04-26 15:00
1650986100,1267,2022-04-26 15:15
1650987000,1025,2022-04-26 15:30
1650987900,923,2022-04-26 15:45
1650988800,1010,2022-04-26 16:00
1650989700,1212,2022-04-26 16:15
1650990600,1150,2022-04-26 16:30
1650991500,1405,2022-04-26 16:45
1650992400,1335,2022-04-26 17:00
1650993300,1570,2022-04-26 17:15
1650994200,1932,2022-04-26 17:30
1650995100,1686,2022-04-26 17:45
1650996000,1317,2022-04-26 18:00
1650996900,1373,2022-04-26 18:15
1650997800,1378,2022-04-26 18:30
1650998700,1367,2022-04-26 18:45
1650999600,1370,2022-04-26 19:00
1651000500,1214,2022-04-26 19:15
1651001400,1508,2022-04-26 19:30
1651002300,1317,2022-04-26 19:45
1651003200,1539,2022-04-26 20:00
1651004100,1279,2022-04-26 20:15
1651005000,1500,2022-04-26 20:30
1651005900,1493,2022-04-26 20:45
1651006800,1589,2022-04-26 21:00
1651007700,1716,2022-04-26 21:15
1651008600,1828,2022-04-26 21:30
1651009500,1461,2022-04-26 21:45
1651010400,1422,2022-04-26 22:00
1651011300,1640,2022-04-26 22:15
1651012200,1462,2022-04-26 22:30
1651013100,1493,2022-04-26 22:45
1651014000,1593,2022-04-26 23:00
1651014900,1620,2022-04-26 23:15
1651015800,2006,2022-04-26 23:30
1651016700,2175,2022-04-26 23:45
1651017600,3088,2022-04-27 00:00
1651018500,3010,2022-04-27 00:15
1651019400,2530,2022-04-27 00:30
1651020300,1810,2022-04-27 00:45
1651021200,1645,2022-04-27 01:00
1651022100,1554,2022-04-27 01:15
1651023000,1477,2022-04-27 01:30
1651023900,1378,2022-04-27 01:45
1651024800,1392,2022-04-27 02:00
1651025700,1557,2022-04-27 02:15
1651026600,1792,2022-04-27 02:30
1651027500,2150,2022-04-27 02:45
1651028400,1665,2022-04-27 03:00
1651029300,1728,2022-04-27 03:15
1651030200,1353,2022-04-27 03:30
1651031100,1532,2022-04-27 03:45
1651032000,1531,2022-04-27 04:00
1651032900,1185,2022-04-27 04:15
1651033800,895,2022-04-27 04:30
1651034700,908,2022-04-27 04:45
1651035600,866,2022-04-27 05:00
1651036500,804,2022-04-27 05:15
1651037400,923,2022-04-27 05:30
1651038300,1012,2022-04-27 05:45
1651039200,950,2022-04-27 06:00
1651040100,999,2022-04-27 06:15
1651041000,854,2022-04-27 06:30
1651041900,962,2022-04-27 06:45
1651042800,970,2022-04-27 07:00
1651043700,921,2022-04-27 07:15
1651044600,0,2022-04-27 07:30
1651045500,0,2022-04-27 07:45
1651046400,0,2022-04-27 08:00
1651047300,0,2022-04-27 08:15
1651048200,1767,2022-04-27 08:30
1651049100,2390,2022-04-27 08:45
1651050000,2031,2022-04-27 09:00
1651050900,1851,2022-04-27 09:15
1651051800,1600,2022-04-27 09:30
1651052700,1383,2022-04-27 09:45
1651053600,912,2022-04-27 10:00
1651054500,818,2022-04-27 10:15
1651055400,640,2022-04-27 10:30
1651056300,882,2022-04-27 10:45
1651057200,890,2022-04-27 11:00
1651058100,854,2022-04-27 11:15
1651059000,1006,2022-04-27 11:30
1651059900,936,2022-04-27 11:45
1651060800,553,2022-04-27 12:00
1651061700,0,2022-04-27 12:15
1651062600,0,2022-04-27 12:30
1651063500,0,2022-04-27 12:45
1651064400,2192,2022-04-27 13:00
1651065300,2532,2022-04-27 13:15
1651066200,2171,2022-04-27 13:30
1651067100,1749,2022-04-27 13:45
1651068000,2152,2022-04-27 14:00
1651068900,2460,2022-04-27 14:15
1651069800,2365,2022-04-27 14:30
1651070700,2066,2022-04-27 14:45
1651071600,1886,2022-04-27 15:00
1651072500,2243,2022-04-27 15:15
1651073400,2479,2022-04-27 15:30
1651074300,2745,2022-04-27 15:45
1651075200,2101,2022-04-27 16:00
1651076100,1992,2022-04-27 16:15
1651077000,2092,2022-04-27 16:30
1651077900,2216,2022-04-27 16:45
1651078800,2305,2022-04-27 17:00
1651079700,2129,2022-04-27 17:15
1651080600,2224,2022-04-27 17:30
1651081500,2139,2022-04-27 17:45
1651082400,2291,2022-04-27 18:00
1651083300,2204,2022-04-27 18:15
1651084200,1630,2022-04-27 18:30
1651085100,1790,2022-04-27 18:45
1651086000,1842,2022-04-27 19:00
1651086900,1731,2022-04-27 19:15
1651087800,1729,2022-04-27 19:30
1651088700,1726,2022-04-27 19:45
1651089600,1507,2022-04-27 20:00
1651090500,1621,2022-04-27 20:15
1651091400,1641,2022-04-27 20:30
1651092300,1645,2022-04-27 20:45
1651093200,2026,2022-04-27 21:00
1651094100,2044,2022-04-27 21:15
1651095000,2487,2022-04-27 21:30
1651095900,2800,2022-04-27 21:45
1651096800,2395,2022-04-27 22:00
1651097700,1933,2022-04-27 22:15
1651098600,1781,2022-04-27 22:30
1651099500,1601,2022-04-27 22:45
1651100400,1731,2022-04-27 23:00
1651101300,1870,2022-04-27 23:15
1651102200,2055,2022-04-27 23:30
1651103100,2142,2022-04-27 23:45
1651104000,2005,2022-04-28 00:00
1651104900,1491,2022-04-28 00:15
1651105800,1441,2022-04-28 00:30
1651106700,1215,2022-04-28 00:45
1651107600,884,2022-04-28 01:00
1651108500,688,2022-04-28 01:15
1651109400,710,2022-04-28 01:30
1651110300,627,2022-04-28 01:45
1651111200,705,2022-04-28 02:00
1651112100,864,2022-04-28 02:15
1651113000,676,2022-04-28 02:30
1651113900,1394,2022-04-28 02:45
1651114800,964,2022-04-28 03:00
1651115700,1227,2022-04-28 03:15
1651116600,1241,2022-04-28 03:30
1651117500,1229,2022-04-28 03:45
1651118400,1399,2022-04-28 04:00
1651119300,888,2022-04-28 04:15
1651120200,601,2022-04-28 04:30
1651121100,794,2022-04-28 04:45
1651122000,860,2022-04-28 05:00
1651122900,861,2022-04-28 05:15
1651123800,1141,2022-04-28 05:30
1651124700,858,2022-04-28 05:45
1651125600,1024,2022-04-28 06:00
1651126500,936,2022-04-28 06:15
1651127400,1098,2022-04-28 06:30
1651128300,1234,2022-04-28 06:45
1651129200,1397,2022-04-28 07:00
1651130100,1562,2022-04-28 07:15
1651131000,1933,2022-04-28 07:30
1651131900,8,2022-04-28 07:45
1651132800,0,2022-04-28 08:00
1651133700,0,2022-04-28 08:15
1651134600,293,2022-04-28 08:30
1651135500,2174,2022-04-28 08:45
1651136400,2361,2022-04-28 09:00
1651137300,2493,2022-04-28 09:15
1651138200,1719,2022-04-28 09:30
1651139100,1476,2022-04-28 09:45
1651140000,1440,2022-04-28 10:00
1651140900,738,2022-04-28 10:15
1651141800,652,2022-04-28 10:30
1651142700,773,2022-04-28 10:45
1651143600,620,2022-04-28 11:00
1651144500,630,2022-04-28 11:15
1651145400,668,2022-04-28 11:30
1651146300,877,2022-04-28 11:45
1651147200,25,2022-04-28 12:00
1651148100,0,2022-04-28 12:15
1651149000,0,2022-04-28 12:30
1651149900,445,2022-04-28 12:45
1651150800,2147,2022-04-28 13:00
1651151700,2345,2022-04-28 13:15
1651152600,2060,2022-04-28 13:30
1651153500,2250,2022-04-28 13:45
1651154400,1995,2022-04-28 14:00
1651155300,1599,2022-04-28 14:15
1651156200,1772,2022-04-28 14:30
1651157100,1188,2022-04-28 14:45
1651158000,928,2022-04-28 15:00
1651158900,889,2022-04-28 15:15
1651159800,883,2022-04-28 15:30
1651160700,1191,2022-04-28 15:45
1651161600,937,2022-04-28 16:00
1651162500,963,2022-04-28 16:15
1651163400,1060,2022-04-28 16:30
1651164300,1299,2022-04-28 16:45
1651165200,1600,2022-04-28 17:00
1651166100,1348,2022-04-28 17:15
1651167000,1339,2022-04-28 17:30
1651167900,1373,2022-04-28 17:45
1651168800,1186,2022-04-28 18:00
1651169700,1319,2022-04-28 18:15
1651170600,1107,2022-04-28 18:30
1651171500,1424,2022-04-28 18:45
1651172400,1275,2022-04-28 19:00
1651173300,1396,2022-04-28 19:15
1651174200,1784,2022-04-28 19:30
1651175100,1570,2022-04-28 19:45
1651176000,1524,2022-04-28 20:00
1651176900,1607,2022-04-28 20:15
1651177800,1774,2022-04-28 20:30
1651178700,1668,2022-04-28 20:45
1651179600,1551,2022-04-28 21:00
1651180500,1514,2022-04-28 21:15
1651181400,1271,2022-04-28 21:30
1651182300,1431,2022-04-28 21:45
1651183200,1061,2022-04-28 22:00
1651184100,1253,2022-04-28 22:15
1651185000,1054,2022-04-28 22:30
1651185900,1061,2022-04-28 22:45
1651186800,1714,2022-04-28 23:00
1651187700,1431,2022-04-28 23:15
1651188600,1130,2022-04-28 23:30
1651189500,1312,2022-04-28 23:45
1651190400,1339,2022-04-29 00:00
1651191300,1495,2022-04-29 00:15
1651192200,1395,2022-04-29 00:30
1651193100,1516,2022-04-29 00:45
1651194000,1556,2022-04-29 01:00
1651194900,1406,2022-04-29 01:15
1651195800,1139,2022-04-29 01:30
1651196700,1170,2022-04-29 01:45
1651197600,827,2022-04-29 02:00
1651198500,811,2022-04-29 02:15
1651199400,506,2022-04-29 02:30
1651200300,615,2022-04-29 02:45
1651201200,525,2022-04-29 03:00
1651202100,573,2022-04-29 03:15
1651203000,564,2022-04-29 03:30
1651203900,507,2022-04-29 03:45
1651204800,642,2022-04-29 04:00
1651205700,515,2022-04-29 04:15
1651206600,681,2022-04-29 04:30
1651207500,545,2022-04-29 04:45
1651208400,636,2022-04-29 05:00
1651209300,609,2022-04-29 05:15
1651210200,61,2022-04-29 05:30
1651211100,0,2022-04-29 05:45
1651212000,0,2022-04-29 06:00
1651212900,0,2022-04-29 06:15
1651213800,1242,2022-04-29 06:30
1651214700,980,2022-04-29 06:45
1651215600,916,2022-04-29 07:00
1651216500,804,2022-04-29 07:15
1651217400,319,2022-04-29 07:30
1651218300,0,2022-04-29 07:45
1651219200,0,2022-04-29 08:00
1651220100,90,2022-04-29 08:15
1651221000,1986,2022-04-29 08:30
1651221900,1635,2022-04-29 08:45
1651222800,1224,2022-04-29 09:00
1651223700,1050,2022-04-29 09:15
1651224600,1033,2022-04-29 09:30
1651225500,843,2022-04-29 09:45
1651226400,914,2022-04-29 10:00
1651227300,814,2022-04-29 10:15
1651228200,895,2022-04-29 10:30
1651229100,765,2022-04-29 10:45
1651230000,818,2022-04-29 11:00
1651230900,632,2022-04-29 11:15
1651231800,656,2022-04-29 11:30
1651232700,668,2022-04-29 11:45
1651233600,346,2022-04-29 12:00
1651234500,0,2022-04-29 12:15
1651235400,0,2022-04-29 12:30
1651236300,608,2022-04-29 12:45
1651237200,2174,2022-04-29 13:00
1651238100,2551,2022-04-29 13:15
1651239000,2256,2022-04-29 13:30
1651239900,1939,2022-04-29 13:45
1651240800,1397,2022-04-29 14:00
1651241700,911,2022-04-29 14:15
1651242600,933,2022-04-29 14:30
1651243500,963,2022-04-29 14:45
1651244400,963,2022-04-29 15:00
1651245300,1071,2022-04-29 15:15
1651246200,1558,2022-04-29 15:30
1651247100,1719,2022-04-29 15:45
1651248000,1656,2022-04-29 16:00
1651248900,1607,2022-04-29 16:15
1651249800,1703,2022-04-29 16:30
1651250700,2030,2022-04-29 16:45
1651251600,1938,2022-04-29 17:00
1651252500,1723,2022-04-29 17:15
1651253400,1633,2022-04-29 17:30
1651254300,1554,2022-04-29 17:45
1651255200,1369,2022-04-29 18:00
1651256100,1436,2022-04-29 18:15
1651257000,1665,2022-04-29 18:30
1651257900,1662,2022-04-29 18:45
1651258800,1443,2022-04-29 19:00
1651259700,1337,2022-04-29 19:15
1651260600,1388,2022-04-29 19:30
1651261500,1299,2022-04-29 19:45
1651262400,1464,2022-04-29 20:00
1651263300,1416,2022-04-29 20:15
1651264200,1672,2022-04-29 20:30
1651265100,1434,2022-04-29 20:45
1651266000,1333,2022-04-29 21:00
1651266900,1519,2022-04-29 21:15
1651267800,1423,2022-04-29 21:30
1651268700,1344,2022-04-29 21:45
1651269600,1726,2022-04-29 22:00
1651270500,1743,2022-04-29 22:15
1651271400,1439,2022-04-29 22:30
1651272300,1689,2022-04-29 22:45
1651273200,1439,2022-04-29 23:00
1651274100,1688,2022-04-29 23:15
1651275000,1544,2022-04-29 23:30
1651275900,1769,2022-04-29 23:45
1651276800,1644,2022-04-30 00:00
1651277700,1471,2022-04-30 00:15
1651278600,1372,2022-04-30 00:30
1651279500,1313,2022-04-30 00:45
1651280400,1396,2022-04-30 01:00
1651281300,1084,2022-04-30 01:15
1651282200,895,2022-04-30 01:30
1651283100,892,2022-04-30 01:45
1651284000,770,2022-04-30 02:00
1651284900,880,2022-04-30 02:15
1651285800,871,2022-04-30 02:30
1651286700,1120,2022-04-30 02:45
1651287600,863,2022-04-30 03:00
1651288500,961,2022-04-30 03:15
1651289400,636,2022-04-30 03:30
1651290300,742,2022-04-30 03:45
1651291200,651,2022-04-30 04:00
1651292100,811,2022-04-30 04:15
1651293000,635,2022-04-30 04:30
1651293900,633,2022-04-30 04:45
1651294800,736,2022-04-30 05:00
1651295700,704,2022-04-30 05:15
1651296600,0,2022-04-30 05:30
1651297500,0,2022-04-30 05:45
1651298400,0,2022-04-30 06:00
1651299300,176,2022-04-30 06:15
1651300200,1533,2022-04-30 06:30
1651301100,1035,2022-04-30 06:45
1651302000,971,2022-04-30 07:00
1651302900,1071,2022-04-30 07:15
1651303800,31,2022-04-30 07:30
1651304700,0,2022-04-30 07:45
1651305600,0,2022-04-30 08:00
1651306500,1483,2022-04-30 08:15
1651307400,1923,2022-04-30 08:30
1651308300,1257,2022-04-30 08:45
1651309200,858,2022-04-30 09:00
1651310100,1047,2022-04-30 09:15
1651311000,1094,2022-04-30 09:30
1651311900,877,2022-04-30 09:45
1651312800,1093,2022-04-30 10:00
1651313700,1007,2022-04-30 10:15
1651314600,941,2022-04-30 10:30
1651315500,591,2022-04-30 10:45
1651316400,537,2022-04-30 11:00
1651317300,653,2022-04-30 11:15
1651318200,529,2022-04-30 11:30
1651319100,518,2022-04-30 11:45
1651320000,219,2022-04-30 12:00
1651320900,0,2022-04-30 12:15
1651321800,0,2022-04-30 12:30
1651322700,0,2022-04-30 12:45
1651323600,990,2022-04-30 13:00
1651324500,1338,2022-04-30 13:15
1651325400,1134,2022-04-30 13:30
1651326300,904,2022-04-30 13:45
1651327200,705,2022-04-30 14:00
1651328100,709,2022-04-30 14:15
1651329000,845,2022-04-30 14:30
1651329900,765,2022-04-30 14:45
1651330800,872,2022-04-30 15:00
1651331700,847,2022-04-30 15:15
1651332600,836,2022-04-30 15:30
1651333500,1138,2022-04-30 15:45
1651334400,1572,2022-04-30 16:00
1651335300,1371,2022-04-30 16:15
1651336200,1106,2022-04-30 16:30
1651337100,1025,2022-04-30 16:45
1651338000,1193,2022-04-30 17:00
1651338900,1167,2022-04-30 17:15
1651339800,1370,2022-04-30 17:30
1651340700,1186,2022-04-30 17:45
1651341600,1208,2022-04-30 18:00
1651342500,1297,2022-04-30 18:15
1651343400,1574,2022-04-30 18:30
1651344300,1767,2022-04-30 18:45
1651345200,1512,2022-04-30 19:00
1651346100,1654,2022-04-30 19:15
1651347000,1250,2022-04-30 19:30
1651347900,1331,2022-04-30 19:45
1651348800,1390,2022-04-30 20:00
1651349700,1339,2022-04-30 20:15
1651350600,1144,2022-04-30 20:30
1651351500,1201,2022-04-30 20:45
1651352400,1178,2022-04-30 21:00
1651353300,1164,2022-04-30 21:15
1651354200,1182,2022-04-30 21:30
1651355100,1116,2022-04-30 21:45
1651356000,1562,2022-04-30 22:00
1651356900,1235,2022-04-30 22:15
1651357800,1111,2022-04-30 22:30
1651358700,1371,2022-04-30 22:45
1651359600,1803,2022-04-30 23:00
1651360500,1447,2022-04-30 23:15
1651361400,1408,2022-04-30 23:30
1651362300,1761,2022-04-30 23:45
1651363200,1682,2022-05-01 00:00
1651364100,1479,2022-05-01 00:15
1651365000,1162,2022-05-01 00:30
1651365900,995,2022-05-01 00:45
1651366800,1024,2022-05-01 01:00
1651367700,889,2022-05-01 01:15
1651368600,1139,2022-05-01 01:30
1651369500,800,2022-05-01 01:45
1651370400,892,2022-05-01 02:00
1651371300,898,2022-05-01 02:15
1651372200,734,2022-05-01 02:30
1651373100,826,2022-05-01 02:45
1651374000,827,2022-05-01 03:00
1651374900,897,2022-05-01 03:15
1651375800,1226,2022-05-01 03:30
1651376700,1523,2022-05-01 03:45
1651377600,782,2022-05-01 04:00
1651378500,1330,2022-05-01 04:15
1651379400,965,2022-05-01 04:30
1651380300,690,2022-05-01 04:45
1651381200,952,2022-05-01 05:00
1651382100,1080,2022-05-01 05:15
1651383000,238,2022-05-01 05:30
1651383900,0,2022-05-01 05:45
1651384800,0,2022-05-01 06:00
1651385700,0,2022-05-01 06:15
1651386600,1459,2022-05-01 06:30
1651387500,1381,2022-05-01 06:45
1651388400,1359,2022-05-01 07:00
1651389300,1141,2022-05-01 07:15
1651390200,69,2022-05-01 07:30
1651391100,0,2022-05-01 07:45
1651392000,0,2022-05-01 08:00
1651392900,363,2022-05-01 08:15
1651393800,1676,2022-05-01 08:30
1651394700,1492,2022-05-01 08:45
1651395600,1306,2022-05-01 09:00
1651396500,1030,2022-05-01 09:15
1651397400,224,2022-05-01 09:30
1651398300,0,2022-05-01 09:45
1651399200,0,2022-05-01 10:00
1651400100,0,2022-05-01 10:15
1651401000,1888,2022-05-01 10:30
1651401900,1199,2022-05-01 10:45
1651402800,865,2022-05-01 11:00
1651403700,645,2022-05-01 11:15
1651404600,683,2022-05-01 11:30
1651405500,855,2022-05-01 11:45
1651406400,43,2022-05-01 12:00
1651407300,0,2022-05-01 12:15
1651408200,0,2022-05-01 12:30
1651409100,412,2022-05-01 12:45
1651410000,1744,2022-05-01 13:00
1651410900,1568,2022-05-01 13:15
1651411800,1354,2022-05-01 13:30
1651412700,1001,2022-05-01 13:45
1651413600,1102,2022-05-01 14:00
1651414500,889,2022-05-01 14:15
1651415400,695,2022-05-01 14:30
1651416300,708,2022-05-01 14:45
1651417200,759,2022-05-01 15:00
1651418100,798,2022-05-01 15:15
1651419000,685,2022-05-01 15:30
1651419900,818,2022-05-01 15:45
1651420800,903,2022-05-01 16:00
1651421700,689,2022-05-01 16:15
1651422600,917,2022-05-01 16:30
1651423500,807,2022-05-01 16:45
1651424400,927,2022-05-01 17:00
1651425300,799,2022-05-01 17:15
1651426200,656,2022-05-01 17:30
1651427100,692,2022-05-01 17:45
1651428000,736,2022-05-01 18:00
1651428900,648,2022-05-01 18:15
1651429800,1387,2022-05-01 18:30
1651430700,1340,2022-05-01 18:45
1651431600,1235,2022-05-01 19:00
